satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Department,salary
0.5,0.49,4,222,,management,high
0.89,0.96,3,179,,management,high
0.56,0.39,3,106,,management,high
0.77,0.68,3,214,,management,high
0.15,0.75,3,259,,marketing,high
0.88,0.58,3,145,,sales,low
0.89,0.86,4,153,,accounting,low
0.65,0.52,2,117,,support,low
0.58,0.99,3,207,,technical,low
0.56,0.85,3,265,,management,low
0.25,0.72,5,279,,marketing,low
0.87,0.89,4,225,,marketing,low
0.62,0.4,3,158,,marketing,low
0.72,0.75,4,211,,sales,medium
0.49,0.94,4,175,,sales,medium
0.57,0.91,4,224,,sales,medium
0.63,0.65,3,190,,sales,medium
0.91,0.63,5,240,,sales,medium
0.7,0.68,5,225,,sales,medium
0.66,0.95,5,192,,sales,medium
0.77,0.48,5,262,,IT,medium
0.68,0.97,3,250,,product_mng,medium
0.34,0.46,3,155,,product_mng,medium
0.97,0.64,4,238,,product_mng,medium
0.57,0.75,4,249,,product_mng,medium
0.66,0.65,3,272,,IT,medium
0.68,0.67,4,162,,management,high
0.49,0.78,4,254,,management,high
0.72,0.66,4,184,,management,high
0.77,0.89,4,269,,management,high
0.77,0.73,3,201,,management,high
0.59,0.73,4,247,,management,high
0.41,0.67,6,221,,marketing,medium
0.94,0.64,5,247,,sales,medium
0.91,0.61,4,135,,accounting,medium
0.7,0.84,3,260,,support,medium
0.51,0.52,3,188,,technical,high
0.22,0.7,4,159,,management,low
0.69,0.65,3,153,,marketing,medium
0.2,0.68,5,167,,marketing,medium
0.9,0.85,3,158,,marketing,medium
0.76,0.85,3,180,,sales,medium
0.88,0.51,3,211,,sales,medium
0.31,0.63,4,104,,sales,medium
0.17,0.66,6,174,,sales,medium
0.91,0.77,3,195,,sales,medium
0.97,0.38,5,211,,sales,medium
0.61,0.77,5,232,,sales,medium
0.74,0.67,5,216,,sales,low
0.65,0.82,5,265,,IT,low
0.87,0.73,5,184,,product_mng,low
0.56,0.71,5,244,,product_mng,low
0.78,0.69,4,202,,product_mng,low
0.73,0.57,3,146,,product_mng,low
0.66,0.78,4,161,,IT,low
0.15,0.81,5,280,,RandD,high
0.52,0.69,5,208,,RandD,low
0.44,0.66,6,134,,RandD,high
0.7,0.7,3,162,,RandD,high
0.63,0.52,5,209,,RandD,low
0.89,0.59,3,265,,RandD,low
0.96,0.85,4,173,,marketing,high
0.98,0.99,4,261,,sales,low
0.62,0.82,3,204,,accounting,medium
0.62,0.73,3,144,,support,high
0.69,0.43,5,113,,technical,medium
0.5,0.91,4,144,,management,medium
0.71,0.93,5,140,,marketing,medium
0.5,0.68,3,245,,marketing,medium
0.93,0.6,3,188,,marketing,high
0.95,0.77,5,199,,sales,medium
0.17,0.61,6,154,,sales,medium
0.92,0.68,4,138,,sales,medium
0.64,0.48,3,147,,sales,high
0.27,0.42,6,173,,sales,medium
0.66,0.87,3,223,,sales,high
0.59,0.69,3,200,,sales,low
0.93,0.98,4,189,,sales,medium
0.58,0.67,5,133,,technical,medium
0.96,0.6,3,160,,support,medium
0.69,0.85,3,153,,support,medium
0.41,0.38,4,142,,support,low
0.36,0.41,3,167,,support,low
0.71,0.78,4,227,,support,low
0.94,0.9,4,144,,support,low
0.51,0.76,4,140,,support,low
0.83,0.48,4,220,,support,low
0.22,0.62,3,180,,support,low
0.66,0.89,4,173,,support,low
0.14,0.58,3,179,,support,low
0.16,0.96,5,137,,technical,low
0.81,0.78,3,165,,technical,high
0.73,0.94,3,177,,technical,low
0.7,0.58,5,168,,management,low
0.62,0.73,3,245,,IT,low
0.5,0.83,5,258,,IT,low
0.7,0.88,3,159,,IT,high
0.53,0.73,3,163,,IT,low
0.87,0.9,3,174,,IT,low
0.59,0.6,3,214,,product_mng,low
0.94,0.67,4,191,,product_mng,high
0.2,0.53,5,272,,product_mng,low
0.42,0.44,3,183,,product_mng,medium
0.43,0.66,4,135,,IT,high
0.43,0.76,6,154,,management,high
0.77,0.86,5,238,,management,high
0.76,0.98,2,235,,management,high
0.82,0.9,3,215,,management,high
0.75,0.66,5,234,,management,high
0.63,0.98,4,187,,management,high
0.51,0.75,3,133,,sales,medium
0.23,0.7,3,123,,sales,medium
0.77,0.58,4,202,,sales,medium
0.54,0.63,4,140,,sales,medium
0.63,0.85,4,182,,sales,high
0.55,0.45,3,179,,sales,low
0.31,0.63,3,150,,sales,medium
0.98,0.74,4,151,,sales,medium
0.16,0.95,6,117,,sales,medium
0.54,0.78,3,156,,sales,medium
0.73,0.48,3,211,,sales,medium
0.16,0.63,6,286,,sales,medium
0.57,0.82,5,233,,sales,medium
0.88,0.88,4,222,,sales,medium
0.95,0.81,4,258,,sales,medium
0.93,0.7,5,231,,sales,high
0.91,0.58,3,220,,sales,low
0.77,0.82,4,134,,sales,low
0.24,0.94,6,141,,sales,low
0.74,0.74,5,160,,sales,high
0.53,0.59,4,259,,sales,low
0.89,0.77,5,232,,sales,low
0.23,0.77,5,272,,sales,low
0.69,0.66,3,215,,sales,high
0.52,0.72,4,222,,sales,low
0.9,0.58,3,244,,sales,low
0.92,0.63,5,224,,sales,low
0.72,0.59,5,200,,sales,low
0.92,0.61,4,143,,sales,low
0.79,0.86,5,238,,sales,low
0.48,0.89,4,145,,sales,low
0.27,0.76,4,108,,sales,medium
0.67,0.49,3,247,,sales,medium
0.48,0.7,3,213,,sales,medium
0.99,0.6,4,209,,IT,medium
0.49,0.88,4,240,,product_mng,medium
0.39,0.45,3,100,,product_mng,medium
0.99,0.92,4,265,,product_mng,medium
0.78,0.57,3,209,,product_mng,medium
0.5,0.73,3,154,,IT,medium
0.61,0.79,5,230,,management,high
0.88,0.6,4,208,,management,high
0.44,0.44,2,141,,management,high
0.73,0.78,3,262,,management,high
0.58,0.84,4,206,,management,high
0.74,0.98,3,166,,management,high
0.32,0.48,4,117,,marketing,medium
0.88,0.83,4,273,,sales,medium
0.81,0.9,4,270,,accounting,medium
0.59,0.92,3,138,,support,low
0.79,0.65,3,235,,technical,low
0.92,0.64,4,190,,management,low
0.76,0.85,3,192,,marketing,low
0.91,0.65,5,214,,marketing,low
0.8,0.84,4,242,,marketing,low
0.73,0.72,4,233,,sales,low
0.88,0.53,3,218,,sales,low
0.65,0.4,5,125,,sales,low
0.84,0.5,4,178,,sales,low
0.93,0.5,5,272,,sales,low
0.64,0.6,3,265,,sales,low
0.66,0.72,4,271,,sales,low
0.76,0.56,3,179,,sales,low
0.34,0.72,3,118,,IT,low
0.48,0.8,4,196,,product_mng,low
0.79,0.61,4,173,,product_mng,low
0.82,0.67,4,156,,product_mng,low
0.51,0.71,2,180,,product_mng,low
0.84,0.78,4,263,,IT,low
0.66,0.79,5,134,,management,high
0.72,0.88,3,189,,management,high
0.53,0.91,4,167,,management,high
0.81,0.8,5,132,,management,high
0.58,0.9,3,209,,management,high
0.82,0.56,2,227,,management,high
0.72,0.99,4,239,,marketing,medium
0.9,0.54,4,172,,sales,medium
0.98,0.91,3,188,,accounting,medium
0.56,0.74,3,265,,support,medium
0.77,0.82,3,153,,technical,medium
0.61,0.89,4,242,,management,medium
0.97,0.61,4,262,,marketing,medium
0.64,0.55,3,246,,marketing,high
0.99,0.97,4,211,,marketing,low
0.61,0.42,3,145,,sales,medium
0.72,0.71,4,256,,sales,medium
0.67,0.91,2,245,,sales,medium
0.9,0.56,3,151,,sales,medium
0.9,0.73,4,245,,sales,low
0.63,0.61,4,171,,sales,low
0.64,0.88,3,252,,sales,low
0.44,0.65,3,175,,IT,low
0.64,0.94,4,210,,product_mng,low
0.65,0.95,2,180,,product_mng,low
0.69,0.9,5,103,,product_mng,low
0.93,0.51,4,110,,product_mng,low
0.73,0.9,5,184,,IT,low
0.83,0.6,4,161,,management,high
0.82,0.49,5,210,,management,high
0.39,0.91,2,212,,management,high
0.53,0.47,6,106,,management,high
0.88,0.81,4,179,,management,high
0.8,0.6,5,217,,management,high
0.68,0.79,4,184,,marketing,low
0.66,0.6,3,210,,sales,low
0.61,0.61,4,246,,accounting,low
0.74,0.55,4,262,,support,low
0.61,0.83,4,245,,technical,low
0.57,0.99,3,222,,management,low
0.68,0.54,4,146,,marketing,medium
0.75,0.79,4,263,,marketing,medium
0.29,0.57,5,134,,marketing,medium
0.81,0.81,5,250,,sales,medium
0.53,0.68,4,173,,sales,medium
0.42,0.96,6,173,,sales,medium
0.64,0.67,4,252,,sales,medium
0.63,0.5,2,230,,sales,medium
0.81,0.81,4,212,,sales,medium
0.71,0.66,5,187,,sales,medium
0.7,0.83,5,241,,sales,medium
0.53,1,3,164,,IT,medium
0.16,0.93,6,218,,product_mng,high
0.17,0.55,4,194,,product_mng,low
0.7,0.95,3,158,,product_mng,medium
0.43,0.88,2,149,,product_mng,medium
0.49,0.62,4,161,,IT,medium
0.5,0.9,5,226,,management,high
0.57,0.59,2,111,,management,high
0.68,0.75,4,258,,management,high
0.62,0.61,3,266,,management,high
0.69,0.75,3,253,,management,high
0.63,0.7,5,160,,management,high
0.76,0.62,5,230,,marketing,low
0.62,0.76,5,198,,sales,low
0.82,0.69,3,250,,accounting,low
0.2,0.7,4,225,,support,low
0.16,0.7,3,178,,technical,low
0.2,0.78,4,196,,management,low
0.53,0.51,4,240,,marketing,low
0.71,0.63,3,204,,marketing,low
0.7,0.93,3,250,,marketing,low
0.92,0.94,2,224,,sales,low
0.81,0.92,4,268,,sales,low
0.79,0.62,5,167,,sales,low
0.53,0.64,3,168,,sales,low
0.51,0.56,4,168,,sales,low
0.78,0.9,5,158,,sales,low
0.5,0.91,3,240,,sales,low
0.92,1,4,261,,sales,medium
0.59,0.54,4,176,,technical,medium
0.77,0.55,3,217,,support,medium
0.74,0.87,5,224,,support,medium
0.67,0.97,4,196,,support,medium
0.56,0.59,3,223,,support,medium
0.84,0.44,5,131,,support,medium
0.53,0.77,2,167,,support,medium
0.86,0.71,5,273,,support,medium
0.77,0.68,3,98,,support,medium
0.97,0.94,4,253,,support,medium
0.69,0.87,5,174,,support,medium
0.73,0.9,3,274,,support,high
0.42,0.47,6,174,,technical,low
0.4,0.47,5,173,,technical,medium
0.33,0.41,2,198,,technical,medium
0.68,0.66,3,238,,management,medium
0.78,0.8,3,256,,IT,medium
0.92,0.6,3,179,,IT,low
0.66,0.66,4,273,,IT,low
0.6,0.45,3,104,,IT,low
0.86,0.83,4,208,,IT,low
0.61,0.49,3,275,,product_mng,low
0.71,0.68,3,231,,product_mng,low
0.86,0.62,4,186,,product_mng,low
0.96,0.59,3,241,,product_mng,low
0.7,0.54,3,194,,IT,low
0.38,0.49,4,196,,management,high
0.39,0.75,6,185,,management,high
0.49,0.4,2,148,,management,high
0.78,0.62,4,150,,management,high
0.74,0.79,5,121,,management,high
0.82,0.76,4,266,,management,high
0.6,0.42,2,109,,sales,low
0.72,0.99,3,143,,sales,low
0.73,0.97,3,174,,sales,low
0.89,0.55,4,159,,sales,medium
0.74,0.94,4,157,,sales,medium
0.83,0.57,2,222,,sales,medium
0.24,0.88,5,199,,sales,medium
0.93,0.89,3,255,,sales,medium
0.96,0.62,4,253,,sales,medium
0.16,0.68,5,149,,sales,medium
0.21,0.85,6,285,,sales,medium
0.69,0.54,3,164,,sales,medium
0.66,0.96,3,243,,sales,medium
0.67,0.39,2,207,,sales,medium
0.85,0.58,4,186,,sales,medium
0.37,0.92,4,211,,sales,high
0.64,0.64,2,190,,sales,low
0.91,0.82,2,241,,sales,medium
0.96,0.68,3,206,,sales,medium
0.74,0.7,4,273,,sales,medium
0.94,0.99,2,157,,sales,medium
0.37,0.72,3,183,,sales,low
0.92,0.85,3,151,,sales,low
0.86,0.72,3,217,,sales,low
0.66,0.49,5,235,,sales,low
0.19,0.61,4,127,,sales,low
0.65,0.61,5,167,,sales,low
0.92,0.44,3,260,,sales,low
0.83,0.8,3,240,,sales,low
0.94,0.82,4,187,,sales,low
0.42,0.69,3,126,,sales,low
0.78,0.53,6,168,,sales,low
0.58,0.76,4,197,,sales,low
0.5,0.64,2,170,,sales,low
0.82,0.76,3,219,,IT,low
0.97,0.92,6,137,,product_mng,low
0.8,0.93,3,225,,product_mng,low
0.82,0.84,3,194,,product_mng,low
0.95,0.99,5,251,,product_mng,low
0.88,0.51,5,195,,IT,low
0.5,0.86,3,180,,management,high
0.53,0.8,2,225,,management,high
0.82,0.74,3,229,,management,high
0.15,0.74,6,144,,management,high
0.92,0.7,3,129,,management,high
0.53,0.74,3,172,,management,high
0.58,1,4,220,,marketing,medium
0.88,0.74,3,273,,sales,medium
0.85,0.72,3,245,,accounting,medium
0.99,0.68,5,264,,support,medium
0.94,0.73,3,268,,technical,medium
0.63,0.94,3,172,,management,medium
0.85,0.9,3,245,,marketing,medium
0.95,0.66,5,192,,marketing,medium
0.71,0.66,3,268,,marketing,high
0.49,0.88,4,244,,sales,low
0.71,0.69,4,222,,sales,medium
0.52,0.62,5,239,,sales,medium
0.48,0.72,3,143,,sales,medium
0.82,0.79,3,160,,sales,medium
0.83,0.76,2,255,,sales,low
0.85,0.87,4,152,,sales,low
0.57,0.64,4,226,,sales,low
0.16,0.63,5,266,,IT,low
0.85,0.64,5,256,,product_mng,low
0.82,0.67,3,198,,product_mng,low
0.9,0.89,4,254,,product_mng,low
0.92,0.64,2,104,,product_mng,low
0.9,0.48,4,136,,IT,low
0.82,0.8,5,205,,IT,low
0.84,0.81,4,236,,IT,low
0.92,0.65,3,176,,IT,low
0.82,0.82,3,148,,IT,low
0.8,0.8,4,146,,IT,low
0.6,0.85,3,242,,IT,low
0.14,0.38,5,115,,marketing,high
0.85,0.89,4,150,,accounting,high
0.55,0.81,3,239,,accounting,high
0.49,0.71,4,178,,IT,medium
0.82,0.58,5,263,,IT,medium
0.59,0.77,3,272,,management,high
0.9,0.82,3,133,,marketing,medium
0.62,0.72,3,149,,marketing,medium
0.61,0.68,3,193,,marketing,medium
0.52,0.55,5,174,,sales,medium
0.79,0.87,4,223,,sales,medium
0.49,0.89,4,201,,sales,medium
0.73,0.67,2,139,,sales,medium
0.67,0.49,5,241,,sales,medium
0.52,0.61,4,187,,sales,medium
0.72,0.64,4,192,,sales,medium
0.48,0.5,5,142,,IT,medium
0.19,0.79,4,229,,product_mng,medium
0.49,0.49,3,104,,product_mng,high
0.9,0.76,3,255,,product_mng,low
0.49,0.49,4,212,,product_mng,medium
0.6,0.53,2,235,,IT,medium
0.62,0.85,3,237,,IT,medium
0.64,0.5,4,253,,management,high
0.22,0.94,3,193,,management,high
0.9,0.55,3,259,,management,high
0.74,0.95,5,266,,management,high
0.85,0.54,3,185,,management,high
0.33,0.65,3,172,,marketing,high
0.5,0.73,4,180,,IT,low
0.38,0.53,2,157,,sales,low
0.8,0.86,5,262,,sales,medium
0.11,0.88,7,272,,sales,medium
0.72,0.87,5,223,,sales,low
0.37,0.52,2,159,,sales,low
0.41,0.5,2,153,,sales,low
0.1,0.77,6,247,,sales,low
0.92,0.85,5,259,,sales,low
0.89,1,5,224,,sales,low
0.42,0.53,2,142,,sales,low
0.45,0.54,2,135,,sales,low
0.11,0.81,6,305,,sales,low
0.84,0.92,4,234,,sales,low
0.41,0.55,2,148,,sales,low
0.36,0.56,2,137,,sales,low
0.38,0.54,2,143,,sales,low
0.45,0.47,2,160,,sales,low
0.78,0.99,4,255,,sales,low
0.45,0.51,2,160,,sales,low
0.76,0.89,5,262,,sales,low
0.11,0.83,6,282,,sales,low
0.38,0.55,2,147,,sales,low
0.09,0.95,6,304,,sales,low
0.46,0.57,2,139,,sales,low
0.4,0.53,2,158,,sales,low
0.89,0.92,5,242,,sales,low
0.82,0.87,4,239,,sales,low
0.4,0.49,2,135,,sales,low
0.41,0.46,2,128,,accounting,low
0.38,0.5,2,132,,accounting,low
0.09,0.62,6,294,,accounting,low
0.45,0.57,2,134,,hr,low
0.4,0.51,2,145,,hr,low
0.45,0.55,2,140,,hr,low
0.84,0.87,4,246,,hr,low
0.1,0.94,6,255,,technical,low
0.38,0.46,2,137,,technical,low
0.45,0.5,2,126,,technical,low
0.11,0.89,6,306,,technical,low
0.41,0.54,2,152,,technical,low
0.87,0.88,5,269,,technical,low
0.45,0.48,2,158,,technical,low
0.4,0.46,2,127,,technical,low
0.1,0.8,7,281,,technical,low
0.09,0.89,6,276,,technical,low
0.84,0.74,3,182,,technical,low
0.4,0.55,2,147,,support,low
0.57,0.7,3,273,,support,low
0.4,0.54,2,148,,support,low
0.43,0.47,2,147,,support,low
0.13,0.78,6,152,,support,low
0.44,0.55,2,135,,support,low
0.38,0.55,2,134,,support,low
0.39,0.54,2,132,,support,low
0.1,0.92,7,307,,support,low
0.37,0.46,2,140,,support,low
0.11,0.94,7,255,,support,low
0.1,0.81,6,309,,technical,low
0.38,0.54,2,128,,technical,low
0.85,1,4,225,,technical,low
0.85,0.91,5,226,,management,medium
0.11,0.93,7,308,,IT,medium
0.1,0.95,6,244,,IT,medium
0.36,0.56,2,132,,IT,medium
0.11,0.94,6,286,,IT,medium
0.81,0.7,6,161,,IT,medium
0.43,0.54,2,153,,product_mng,medium
0.9,0.98,4,264,,product_mng,medium
0.76,0.86,5,223,,product_mng,medium
0.43,0.5,2,135,,product_mng,medium
0.74,0.99,2,277,,IT,medium
0.09,0.77,5,275,,product_mng,medium
0.45,0.49,2,149,,product_mng,high
0.09,0.87,7,295,,product_mng,low
0.11,0.97,6,277,,product_mng,medium
0.11,0.79,7,306,,product_mng,medium
0.1,0.83,6,295,,product_mng,medium
0.4,0.54,2,137,,marketing,medium
0.43,0.56,2,157,,sales,low
0.39,0.56,2,142,,accounting,low
0.45,0.54,2,140,,support,low
0.38,0.49,2,151,,technical,low
0.79,0.59,4,139,,management,low
0.84,0.85,4,249,,marketing,low
0.11,0.77,6,291,,marketing,low
0.11,0.87,6,305,,marketing,low
0.17,0.84,5,232,,sales,low
0.44,0.45,2,132,,sales,low
0.37,0.57,2,130,,sales,low
0.1,0.79,6,291,,sales,low
0.4,0.5,2,130,,sales,low
0.89,1,5,246,,sales,low
0.42,0.48,2,143,,sales,low
0.46,0.55,2,129,,sales,low
0.09,0.83,6,255,,sales,low
0.37,0.51,2,155,,sales,low
0.1,0.77,6,265,,sales,low
0.1,0.84,6,279,,sales,low
0.11,0.97,6,284,,sales,low
0.9,1,5,221,,sales,medium
0.38,0.52,2,154,,sales,medium
0.36,0.52,2,147,,sales,medium
0.42,0.46,2,150,,sales,medium
0.09,0.94,7,267,,sales,medium
0.43,0.52,2,158,,sales,medium
0.24,0.46,7,224,,accounting,medium
0.91,1,4,257,,accounting,medium
0.44,0.5,2,148,,accounting,medium
0.71,0.87,3,177,,hr,medium
0.4,0.49,2,155,,hr,medium
0.43,0.47,2,144,,hr,medium
0.09,0.85,6,289,,hr,high
0.43,0.52,2,160,,technical,low
0.9,0.96,4,258,,technical,medium
0.84,1,5,234,,technical,medium
0.37,0.48,2,137,,technical,medium
0.86,0.68,5,263,,technical,medium
0.11,0.84,6,251,,technical,low
0.37,0.57,2,133,,technical,low
0.4,0.46,2,132,,technical,low
0.14,0.62,4,158,,technical,low
0.4,0.46,2,135,,technical,low
0.75,1,4,216,,technical,low
0.11,0.84,6,300,,support,low
0.46,0.49,2,138,,support,low
0.11,0.92,6,260,,support,low
0.38,0.49,2,132,,support,low
0.7,0.89,3,183,,support,low
0.09,0.82,6,250,,support,low
0.37,0.45,2,151,,support,low
0.1,0.83,6,292,,support,low
0.38,0.57,2,140,,support,low
0.9,1,5,221,,support,low
0.44,0.51,2,138,,support,low
0.36,0.5,2,132,,technical,low
0.31,0.84,7,133,,technical,low
0.1,0.84,6,283,,technical,low
0.42,0.48,2,129,,management,low
0.74,1,4,249,,IT,low
0.73,0.87,5,257,,IT,low
0.09,0.96,6,245,,IT,low
0.45,0.53,2,155,,IT,low
0.11,0.8,6,256,,IT,low
0.37,0.47,2,152,,product_mng,low
0.84,0.99,4,267,,product_mng,low
0.41,0.46,2,151,,product_mng,low
0.76,0.92,4,239,,product_mng,low
0.11,0.87,6,306,,IT,low
0.84,0.88,4,263,,marketing,low
0.39,0.5,2,147,,marketing,low
0.11,0.91,6,278,,marketing,low
0.45,0.56,2,154,,marketing,low
0.37,0.52,2,143,,marketing,low
0.4,0.52,2,155,,marketing,low
0.39,0.48,2,160,,sales,low
0.11,0.8,6,304,,accounting,low
0.83,1,5,240,,support,low
0.11,0.92,6,305,,technical,low
0.39,0.5,2,136,,management,low
0.45,0.45,2,132,,marketing,low
0.1,0.95,7,301,,marketing,low
0.9,0.98,5,243,,marketing,low
0.45,0.51,2,147,,sales,low
0.79,0.89,5,239,,sales,low
0.9,0.99,5,260,,sales,low
0.11,0.84,7,296,,sales,low
0.43,0.55,2,129,,sales,low
0.31,0.54,5,132,,sales,low
0.32,0.5,2,135,,sales,low
0.45,0.57,2,158,,sales,low
0.81,0.99,4,259,,sales,low
0.41,0.46,2,160,,sales,low
0.11,0.78,7,278,,sales,low
0.1,0.88,6,284,,sales,low
0.7,0.53,2,274,,sales,low
0.54,0.74,4,164,,sales,low
0.41,0.48,2,148,,sales,low
0.38,0.5,2,140,,sales,medium
0.37,0.51,2,127,,sales,medium
0.11,0.85,6,308,,sales,medium
0.4,0.47,2,146,,sales,medium
0.1,0.84,6,261,,accounting,medium
0.89,0.99,5,257,,accounting,medium
0.11,0.8,6,285,,accounting,medium
0.36,0.55,2,141,,hr,medium
0.4,0.46,2,127,,hr,medium
0.09,0.85,6,297,,hr,medium
0.4,0.46,2,143,,hr,medium
0.37,0.55,2,152,,technical,medium
0.44,0.51,2,156,,technical,high
0.09,0.8,7,283,,technical,low
0.92,0.87,4,226,,technical,medium
0.74,0.91,4,232,,technical,medium
0.09,0.82,6,249,,technical,medium
0.89,0.95,4,275,,technical,medium
0.09,0.8,6,304,,technical,low
0.27,0.54,7,278,,technical,low
0.1,0.91,6,287,,technical,low
0.1,0.89,7,285,,technical,low
0.77,0.94,5,226,,support,low
0.9,0.82,5,259,,support,low
0.39,0.5,2,135,,support,low
0.76,1,5,219,,support,low
0.1,0.93,6,256,,support,low
0.87,0.9,5,254,,support,low
0.38,0.5,2,153,,support,low
0.77,0.99,5,228,,support,low
0.78,0.87,4,228,,support,low
0.44,0.5,2,128,,support,low
0.38,0.52,2,153,,support,low
0.43,0.46,2,156,,technical,low
0.39,0.5,4,294,,technical,low
0.88,1,5,219,,technical,low
0.45,0.46,2,153,,management,low
0.4,0.53,2,151,,IT,low
0.36,0.51,2,155,,IT,low
0.36,0.48,2,158,,IT,low
0.9,0.98,5,245,,IT,low
0.43,0.53,2,131,,IT,low
0.89,0.87,5,225,,product_mng,low
0.1,0.84,6,286,,product_mng,low
0.37,0.5,2,135,,product_mng,low
0.37,0.51,2,153,,product_mng,low
0.87,0.9,5,252,,IT,low
0.4,0.56,2,149,,accounting,low
0.9,0.97,4,258,,accounting,low
0.37,0.46,2,158,,hr,low
0.44,0.54,2,149,,hr,low
0.85,0.95,5,236,,hr,low
0.78,0.98,5,239,,marketing,low
0.42,0.47,2,159,,marketing,low
0.92,0.99,5,255,,sales,low
0.11,0.83,6,244,,accounting,low
0.42,0.56,2,134,,support,low
0.48,0.57,4,270,,technical,low
0.83,0.85,4,255,,management,low
0.4,0.53,2,151,,marketing,low
0.43,0.45,2,135,,marketing,low
0.43,0.53,2,146,,marketing,low
0.1,0.97,7,254,,sales,low
0.1,0.87,7,289,,sales,low
0.37,0.46,2,156,,sales,low
0.38,0.53,2,156,,sales,low
0.4,0.5,2,128,,sales,low
0.89,0.86,5,275,,sales,low
0.45,0.46,2,155,,sales,low
0.37,0.48,2,159,,sales,low
0.46,0.49,2,148,,sales,low
0.87,0.91,4,228,,sales,low
0.11,0.84,6,298,,sales,low
0.79,0.87,5,261,,sales,low
0.79,0.92,5,254,,sales,low
0.19,0.59,7,192,,sales,low
0.87,0.98,4,248,,sales,low
0.6,0.92,2,258,,sales,low
0.44,0.45,2,156,,sales,medium
0.11,0.81,6,266,,sales,medium
0.42,0.54,2,156,,sales,medium
0.88,0.88,5,232,,accounting,medium
0.11,0.84,6,287,,accounting,medium
0.46,0.46,2,154,,accounting,medium
0.82,0.97,5,263,,hr,medium
0.44,0.56,2,131,,hr,medium
0.11,0.78,6,260,,hr,medium
0.42,0.5,2,139,,hr,medium
0.84,0.93,4,251,,technical,medium
0.11,0.95,6,286,,technical,medium
0.45,0.53,2,129,,technical,high
0.38,0.56,2,156,,technical,low
0.38,0.86,6,139,,technical,medium
0.44,0.51,2,127,,technical,medium
0.11,0.84,6,251,,technical,medium
0.81,0.93,5,270,,technical,medium
0.09,0.96,6,296,,technical,low
0.11,0.9,6,254,,technical,low
0.81,0.95,5,238,,technical,low
0.1,0.97,6,267,,support,low
0.74,0.89,5,229,,support,low
0.09,0.78,6,254,,support,low
0.82,0.81,4,233,,support,low
0.1,0.98,6,268,,support,low
0.27,0.56,3,301,,support,low
0.83,0.92,5,267,,support,low
0.1,0.93,6,289,,support,low
0.38,0.47,2,144,,support,low
0.4,0.56,2,148,,support,low
0.11,0.83,6,306,,support,low
0.11,0.79,6,292,,technical,low
0.82,0.91,5,232,,technical,low
0.36,0.48,2,137,,technical,low
0.4,0.46,2,128,,management,low
0.87,0.84,5,231,,IT,low
0.41,0.49,2,146,,IT,low
0.11,0.91,6,308,,IT,low
0.1,0.93,6,253,,IT,medium
0.38,0.51,2,146,,IT,medium
0.39,0.55,2,156,,product_mng,medium
0.4,0.52,2,147,,product_mng,medium
0.45,0.48,2,136,,product_mng,medium
0.74,0.84,5,249,,product_mng,medium
0.45,0.55,2,151,,IT,medium
0.12,1,3,278,,RandD,medium
0.1,0.77,7,250,,RandD,medium
0.37,0.55,2,127,,RandD,medium
0.89,0.87,5,255,,RandD,medium
0.45,0.47,2,135,,RandD,medium
0.37,0.46,2,149,,marketing,high
